,Date,Price
5047,2017-02-06,2.92
5048,2017-02-07,3.03
5049,2017-02-08,3.05
5050,2017-02-09,3.11
5051,2017-02-10,3.11
5052,2017-02-13,2.93
5053,2017-02-14,2.85
5054,2017-02-15,2.95
5055,2017-02-16,2.88
5056,2017-02-17,2.75
5057,2017-02-20,2.75
5058,2017-02-21,2.56
5059,2017-02-22,2.52
5060,2017-02-23,2.63
5061,2017-02-24,2.63
5062,2017-02-27,2.44
5063,2017-02-28,2.54
5064,2017-03-01,2.54
5065,2017-03-02,2.59
5066,2017-03-03,2.5
5067,2017-03-06,2.68
5068,2017-03-07,2.68
5069,2017-03-08,2.59
5070,2017-03-09,2.83
5071,2017-03-10,2.98
5072,2017-03-13,3.04
5073,2017-03-14,3.02
5074,2017-03-15,3.02
5075,2017-03-16,2.84
5076,2017-03-17,2.85
5077,2017-03-20,2.93
5078,2017-03-21,3.09
5079,2017-03-22,3.02
5080,2017-03-23,2.93
5081,2017-03-24,2.97
5082,2017-03-27,2.94
5083,2017-03-28,2.95
5084,2017-03-29,3.03
5085,2017-03-30,3.08
5086,2017-03-31,3.13
5087,2017-04-03,3.13
5088,2017-04-04,3.06
5089,2017-04-05,3.22
5090,2017-04-06,3.23
5091,2017-04-07,3.23
5092,2017-04-10,3.15
5093,2017-04-11,3.11
5094,2017-04-12,2.97
5095,2017-04-13,3.0
5096,2017-04-14,3.0
5097,2017-04-17,3.09
5098,2017-04-18,3.11
5099,2017-04-19,3.11
5100,2017-04-20,3.13
5101,2017-04-21,3.06
5102,2017-04-24,3.06
5103,2017-04-25,2.99
5104,2017-04-26,3.06
5105,2017-04-27,3.13
5106,2017-04-28,3.2
5107,2017-05-01,3.2
5108,2017-05-02,3.13
5109,2017-05-03,3.14
5110,2017-05-04,3.11
5111,2017-05-05,3.1
5112,2017-05-08,3.06
5113,2017-05-09,3.03
5114,2017-05-10,3.03
5115,2017-05-11,3.23
5116,2017-05-12,3.24
5117,2017-05-15,3.26
5118,2017-05-16,3.27
5119,2017-05-17,3.27
5120,2017-05-18,3.13
5121,2017-05-19,3.11
5122,2017-05-22,3.24
5123,2017-05-23,3.22
5124,2017-05-24,3.22
5125,2017-05-25,3.1
5126,2017-05-26,3.1
5127,2017-05-29,3.1
5128,2017-05-30,3.1
5129,2017-05-31,3.05
5130,2017-06-01,3.05
5131,2017-06-02,2.85
5132,2017-06-05,2.92
5133,2017-06-06,2.92
5134,2017-06-07,3.06
5135,2017-06-08,2.98
5136,2017-06-09,3.03
5137,2017-06-12,3.12
5138,2017-06-13,3.12
5139,2017-06-14,2.95
5140,2017-06-15,2.94
5141,2017-06-16,3.01
5142,2017-06-19,2.87
5143,2017-06-20,2.91
5144,2017-06-21,2.91
5145,2017-06-22,2.88
5146,2017-06-23,2.89
5147,2017-06-26,2.98
5148,2017-06-27,2.99
5149,2017-06-28,3.03
5150,2017-06-29,3.07
5151,2017-06-30,2.98
5152,2017-07-03,2.98
5153,2017-07-04,2.98
5154,2017-07-05,2.98
5155,2017-07-06,2.89
5156,2017-07-07,2.91
5157,2017-07-10,2.92
5158,2017-07-11,2.98
5159,2017-07-12,3.01
5160,2017-07-13,2.96
5161,2017-07-14,2.94
5162,2017-07-17,3.04
5163,2017-07-18,3.11
5164,2017-07-19,3.11
5165,2017-07-20,3.12
5166,2017-07-21,3.06
5167,2017-07-24,2.99
5168,2017-07-25,2.99
5169,2017-07-26,2.92
5170,2017-07-27,2.95
5171,2017-07-28,2.96
5172,2017-07-31,2.87
5173,2017-08-01,2.8
5174,2017-08-02,2.8
5175,2017-08-03,2.76
5176,2017-08-04,2.76
5177,2017-08-07,2.8
5178,2017-08-08,2.81
5179,2017-08-09,2.81
5180,2017-08-10,2.89
5181,2017-08-11,2.96
5182,2017-08-14,3.02
5183,2017-08-15,2.96
5184,2017-08-16,2.94
5185,2017-08-17,2.91
5186,2017-08-18,2.9
5187,2017-08-21,3.0
5188,2017-08-22,3.0
5189,2017-08-23,2.94
5190,2017-08-24,2.97
5191,2017-08-25,2.93
5192,2017-08-28,2.95
5193,2017-08-29,2.95
5194,2017-08-30,2.95
5195,2017-08-31,2.92
5196,2017-09-01,2.88
5197,2017-09-04,2.88
5198,2017-09-05,2.88
5199,2017-09-06,2.98
5200,2017-09-07,2.92
5201,2017-09-08,2.88
5202,2017-09-11,2.88
5203,2017-09-12,2.88
5204,2017-09-13,3.02
5205,2017-09-14,3.03
5206,2017-09-15,3.0
5207,2017-09-18,3.11
5208,2017-09-19,3.18
5209,2017-09-20,3.13
5210,2017-09-21,3.11
5211,2017-09-22,2.93
5212,2017-09-25,2.96
5213,2017-09-26,2.96
5214,2017-09-27,2.98
5215,2017-09-28,2.96
5216,2017-09-29,2.94
5217,2017-10-02,2.94
5218,2017-10-03,2.73
5219,2017-10-04,2.8
5220,2017-10-05,2.8
5221,2017-10-06,2.93
5222,2017-10-09,2.87
5223,2017-10-10,2.89
5224,2017-10-11,2.89
5225,2017-10-12,2.95
5226,2017-10-13,2.99
5227,2017-10-16,2.87
5228,2017-10-17,2.88
5229,2017-10-18,2.81
5230,2017-10-19,2.83
5231,2017-10-20,2.8
5232,2017-10-23,2.95
5233,2017-10-24,2.95
5234,2017-10-25,2.98
5235,2017-10-26,2.91
5236,2017-10-27,2.78
5237,2017-10-30,2.94
5238,2017-10-31,2.84
5239,2017-11-01,2.68
5240,2017-11-02,2.68
5241,2017-11-03,2.75
5242,2017-11-06,3.01
5243,2017-11-07,3.07
5244,2017-11-08,3.16
5245,2017-11-09,3.18
5246,2017-11-10,3.17
5247,2017-11-13,3.13
5248,2017-11-14,3.06
5249,2017-11-15,3.16
5250,2017-11-16,3.09
5251,2017-11-17,3.04
5252,2017-11-20,3.04
5253,2017-11-21,3.05
5254,2017-11-22,3.05
5255,2017-11-23,3.05
5256,2017-11-24,3.05
5257,2017-11-27,2.88
5258,2017-11-28,2.88
5259,2017-11-29,3.06
5260,2017-11-30,3.06
5261,2017-12-01,2.84
5262,2017-12-04,2.91
5263,2017-12-05,2.86
5264,2017-12-06,2.86
5265,2017-12-07,2.81
5266,2017-12-08,2.78
5267,2017-12-11,2.81
5268,2017-12-12,2.87
5269,2017-12-13,2.87
5270,2017-12-14,2.69
5271,2017-12-15,2.6
5272,2017-12-18,2.71
5273,2017-12-19,2.75
5274,2017-12-20,2.72
5275,2017-12-21,2.64
5276,2017-12-22,2.63
5277,2017-12-26,2.68
5278,2017-12-27,2.76
5279,2017-12-28,2.97
5280,2017-12-29,3.69
5281,2018-01-02,6.24
5282,2018-01-03,6.24
5283,2018-01-04,4.65
5285,2018-01-08,2.89
5286,2018-01-09,2.93
5287,2018-01-10,3.16
5288,2018-01-11,3.16
5289,2018-01-12,4.06
5290,2018-01-16,5.46
5291,2018-01-17,3.92
5292,2018-01-18,3.92
5293,2018-01-19,3.2
5294,2018-01-22,3.13
5295,2018-01-23,3.35
5296,2018-01-24,3.54
5297,2018-01-25,3.54
5298,2018-01-26,3.58
5299,2018-01-29,3.6
5300,2018-01-30,3.6
5301,2018-01-31,3.34
5302,2018-02-01,3.06
5303,2018-02-02,2.91
5304,2018-02-05,2.85
5305,2018-02-06,2.75
5306,2018-02-07,2.74
5307,2018-02-08,2.74
5308,2018-02-09,2.66
5309,2018-02-12,2.6
5310,2018-02-13,2.58
5311,2018-02-14,2.53
5312,2018-02-15,2.49
5313,2018-02-16,2.49
5314,2018-02-20,2.61
5315,2018-02-21,2.65
5316,2018-02-22,2.65
5317,2018-02-23,2.58
5318,2018-02-26,2.6
5319,2018-02-27,2.59
5320,2018-02-28,2.66
5321,2018-03-01,2.67
5322,2018-03-02,2.67
5323,2018-03-05,2.7
5324,2018-03-06,2.7
5325,2018-03-07,2.8
5326,2018-03-08,2.8
5327,2018-03-09,2.71
5328,2018-03-12,2.78
5329,2018-03-13,2.76
5330,2018-03-14,2.69
5331,2018-03-15,2.7
5332,2018-03-16,2.62
5333,2018-03-19,2.62
5334,2018-03-20,2.71
5335,2018-03-21,2.74
5336,2018-03-22,2.62
5337,2018-03-23,2.58
5338,2018-03-26,2.63
5339,2018-03-27,2.6
5340,2018-03-28,2.64
5341,2018-03-29,2.81
5342,2018-04-02,2.75
5343,2018-04-03,2.75
5344,2018-04-04,2.81
5345,2018-04-05,2.81
5346,2018-04-06,2.81
5347,2018-04-09,2.78
5348,2018-04-10,2.78
5349,2018-04-11,2.74
5350,2018-04-12,2.76
5351,2018-04-13,2.82
5352,2018-04-16,2.88
5353,2018-04-17,2.84
5354,2018-04-18,2.85
5355,2018-04-19,2.8
5356,2018-04-20,2.78
5357,2018-04-23,2.78
5358,2018-04-24,2.79
5359,2018-04-25,2.81
5360,2018-04-26,2.81
5361,2018-04-27,2.82
5362,2018-04-30,2.75
5363,2018-05-01,2.75
5364,2018-05-02,2.77
5365,2018-05-03,2.75
5366,2018-05-04,2.75
5367,2018-05-07,2.74
5368,2018-05-08,2.77
5369,2018-05-09,2.75
5370,2018-05-10,2.78
5371,2018-05-11,2.75
5372,2018-05-14,2.84
5373,2018-05-15,2.83
5374,2018-05-16,2.85
5375,2018-05-17,2.75
5376,2018-05-18,2.75
5377,2018-05-21,2.77
5378,2018-05-22,2.76
5379,2018-05-23,2.89
5380,2018-05-24,2.88
5381,2018-05-25,2.88
5382,2018-05-29,2.84
5383,2018-05-30,2.83
5384,2018-05-31,2.94
5385,2018-06-01,2.91
5386,2018-06-04,2.89
5387,2018-06-05,2.89
5388,2018-06-06,2.89
5389,2018-06-07,3.02
5390,2018-06-08,2.91
5391,2018-06-11,3.0
5392,2018-06-12,2.98
5393,2018-06-13,2.98
5394,2018-06-14,2.99
5395,2018-06-15,3.02
5396,2018-06-18,2.99
5397,2018-06-19,2.95
5398,2018-06-20,2.96
5399,2018-06-21,3.08
5400,2018-06-22,2.95
5401,2018-06-25,2.96
5402,2018-06-26,2.98
5403,2018-06-27,3.01
5404,2018-06-28,2.99
5405,2018-06-29,2.96
5406,2018-07-02,2.9
5407,2018-07-03,2.9
5408,2018-07-05,2.91
5409,2018-07-06,2.91
5410,2018-07-09,2.9
5411,2018-07-10,2.9
5412,2018-07-11,2.89
5413,2018-07-12,2.89
5414,2018-07-13,2.86
5415,2018-07-16,2.76
5416,2018-07-17,2.81
5417,2018-07-18,2.8
5418,2018-07-19,2.75
5419,2018-07-20,2.79
5420,2018-07-23,2.79
5421,2018-07-24,2.73
5422,2018-07-25,2.82
5423,2018-07-26,2.82
5424,2018-07-27,2.78
5425,2018-07-30,2.75
5426,2018-07-31,2.82
5427,2018-08-01,2.8
5428,2018-08-02,2.77
5429,2018-08-03,2.86
5430,2018-08-06,2.85
5431,2018-08-07,2.95
5432,2018-08-08,2.99
5433,2018-08-09,3.02
5434,2018-08-10,2.96
5435,2018-08-13,2.92
5436,2018-08-14,3.02
5437,2018-08-15,3.02
5438,2018-08-16,3.02
5439,2018-08-17,3.01
5440,2018-08-20,3.04
5441,2018-08-21,3.01
5442,2018-08-22,3.02
5443,2018-08-23,3.01
5444,2018-08-24,2.99
5445,2018-08-27,2.98
5446,2018-08-28,2.98
5447,2018-08-29,2.96
5448,2018-08-30,2.96
5449,2018-08-31,2.98
5450,2018-09-04,2.96
5451,2018-09-05,3.0
5452,2018-09-06,2.93
5453,2018-09-07,2.88
5454,2018-09-10,2.9
5455,2018-09-11,2.94
5456,2018-09-12,2.98
5457,2018-09-13,2.94
5458,2018-09-14,2.91
5459,2018-09-17,2.95
5460,2018-09-18,3.0
5461,2018-09-19,3.11
5462,2018-09-20,3.07
5463,2018-09-21,3.02
5464,2018-09-24,3.04
5465,2018-09-25,3.12
5466,2018-09-26,3.1
5467,2018-09-27,3.05
5468,2018-09-28,3.01
5469,2018-10-01,3.13
5470,2018-10-02,3.14
5471,2018-10-03,3.26
5472,2018-10-04,3.39
5473,2018-10-05,3.25
5474,2018-10-08,3.28
5475,2018-10-09,3.4
5476,2018-10-10,3.45
5477,2018-10-11,3.16
5478,2018-10-12,3.19
5479,2018-10-15,3.26
5480,2018-10-16,3.27
5481,2018-10-17,3.3
5482,2018-10-18,3.28
5483,2018-10-19,3.2
5484,2018-10-22,3.2
5485,2018-10-23,3.28
5486,2018-10-24,3.42
5487,2018-10-25,3.42
5488,2018-10-26,3.27
5489,2018-10-29,3.2
5490,2018-10-30,3.27
5491,2018-10-31,3.31
5492,2018-11-01,3.36
5493,2018-11-02,3.26
5494,2018-11-05,3.53
5495,2018-11-06,3.53
5496,2018-11-07,3.54
5497,2018-11-08,3.54
5498,2018-11-09,3.74
5499,2018-11-12,3.96
5500,2018-11-13,4.1
5501,2018-11-14,4.1
5502,2018-11-15,4.69
5503,2018-11-16,4.3
5504,2018-11-19,4.65
5505,2018-11-20,4.65
5506,2018-11-21,4.7
5507,2018-11-26,4.28
5508,2018-11-27,4.28
5509,2018-11-28,4.5
5510,2018-11-29,4.5
5511,2018-11-30,4.61
5512,2018-12-03,4.4
5513,2018-12-04,4.4
5514,2018-12-05,4.69
5515,2018-12-06,4.44
5516,2018-12-07,4.51
5517,2018-12-10,4.54
5518,2018-12-11,4.53
5519,2018-12-12,4.53
5520,2018-12-13,4.31
5521,2018-12-14,3.99
5522,2018-12-17,3.8
5523,2018-12-18,3.8
5524,2018-12-19,3.64
5525,2018-12-20,3.7
5526,2018-12-21,3.7
5527,2018-12-26,3.42
5528,2018-12-27,3.1
5529,2018-12-28,3.25
5530,2019-01-02,3.25
5531,2019-01-03,2.72
5532,2019-01-04,2.8
5533,2019-01-07,2.74
5534,2019-01-08,2.89
5535,2019-01-09,2.92
5536,2019-01-10,2.95
5537,2019-01-11,2.95
5538,2019-01-14,3.36
5539,2019-01-15,3.54
5540,2019-01-16,3.58
5541,2019-01-17,3.58
5542,2019-01-18,3.43
5543,2019-01-22,3.43
5544,2019-01-23,3.13
5545,2019-01-24,3.13
5546,2019-01-25,3.07
5547,2019-01-28,3.05
5548,2019-01-29,2.94
5549,2019-01-30,3.0
5550,2019-01-31,2.82
5551,2019-02-01,2.7
5552,2019-02-04,2.57
5553,2019-02-05,2.54
5554,2019-02-06,2.58
5555,2019-02-07,2.62
5556,2019-02-08,2.66
5557,2019-02-11,2.76
5558,2019-02-12,2.71
5559,2019-02-13,2.61
5560,2019-02-14,2.61
5561,2019-02-15,2.59
5562,2019-02-19,2.69
5563,2019-02-20,2.69
5564,2019-02-21,2.73
5565,2019-02-22,2.74
5566,2019-02-25,2.84
5567,2019-02-26,2.74
5568,2019-02-27,2.89
5569,2019-02-28,2.89
5570,2019-03-01,3.19
5571,2019-03-04,4.25
5572,2019-03-05,3.18
5573,2019-03-06,3.18
5574,2019-03-07,2.9
5575,2019-03-08,2.9
5576,2019-03-11,2.86
5577,2019-03-12,2.83
5578,2019-03-13,2.87
5579,2019-03-14,2.95
5580,2019-03-15,2.95
5581,2019-03-18,2.9
5582,2019-03-19,2.92
5583,2019-03-20,2.86
5584,2019-03-21,2.86
5585,2019-03-22,2.75
5586,2019-03-25,2.72
5587,2019-03-26,2.74
5588,2019-03-27,2.69
5589,2019-03-28,2.69
5590,2019-03-29,2.73
5591,2019-04-01,2.73
5592,2019-04-02,2.76
5593,2019-04-03,2.74
5594,2019-04-04,2.66
5595,2019-04-05,2.62
5596,2019-04-08,2.72
5597,2019-04-09,2.71
5598,2019-04-10,2.72
5599,2019-04-11,2.72
5600,2019-04-12,2.75
5601,2019-04-15,2.75
5602,2019-04-16,2.66
5603,2019-04-17,2.55
5604,2019-04-18,2.54
5605,2019-04-22,2.61
5606,2019-04-23,2.53
5607,2019-04-24,2.53
5608,2019-04-25,2.54
5609,2019-04-26,2.58
5610,2019-04-29,2.58
5611,2019-04-30,2.59
5612,2019-05-01,2.59
5613,2019-05-02,2.63
5614,2019-05-03,2.59
5615,2019-05-06,2.54
5616,2019-05-07,2.54
5617,2019-05-08,2.64
5618,2019-05-09,2.62
5619,2019-05-10,2.64
5620,2019-05-13,2.71
5621,2019-05-14,2.7
5622,2019-05-15,2.69
5623,2019-05-16,2.62
5624,2019-05-17,2.61
5625,2019-05-20,2.7
5626,2019-05-21,2.73
5627,2019-05-22,2.73
5628,2019-05-23,2.56
5629,2019-05-24,2.6
5630,2019-05-28,2.65
5631,2019-05-29,2.69
5632,2019-05-30,2.69
5633,2019-05-31,2.59
5634,2019-06-03,2.5
5635,2019-06-04,2.45
5636,2019-06-05,2.45
5637,2019-06-06,2.4
5638,2019-06-07,2.43
5639,2019-06-10,2.42
5640,2019-06-11,2.41
5641,2019-06-12,2.43
5642,2019-06-13,2.43
5643,2019-06-14,2.37
5644,2019-06-17,2.46
5645,2019-06-18,2.44
5646,2019-06-19,2.43
5647,2019-06-20,2.38
5648,2019-06-21,2.27
5649,2019-06-24,2.31
5650,2019-06-25,2.31
5651,2019-06-26,2.34
5652,2019-06-27,2.32
5653,2019-06-28,2.42
5654,2019-07-01,2.33
5655,2019-07-02,2.3
5656,2019-07-03,2.29
5657,2019-07-08,2.39
5658,2019-07-09,2.41
5659,2019-07-10,2.49
5660,2019-07-11,2.54
5661,2019-07-12,2.54
5662,2019-07-15,2.53
5663,2019-07-16,2.53
5664,2019-07-17,2.44
5665,2019-07-18,2.38
5666,2019-07-19,2.3
5667,2019-07-22,2.33
5668,2019-07-23,2.34
5669,2019-07-24,2.33
5670,2019-07-25,2.26
5671,2019-07-26,2.23
5672,2019-07-29,2.23
5673,2019-07-30,2.22
5674,2019-07-31,2.28
5675,2019-08-01,2.36
5676,2019-08-02,2.12
5677,2019-08-05,2.02
5678,2019-08-06,2.15
5679,2019-08-07,2.18
5680,2019-08-08,2.13
5681,2019-08-09,2.09
5682,2019-08-12,2.21
5683,2019-08-13,2.24
5684,2019-08-14,2.22
5685,2019-08-15,2.19
5686,2019-08-16,2.2
5687,2019-08-19,2.26
5688,2019-08-20,2.35
5689,2019-08-21,2.31
5690,2019-08-22,2.28
5691,2019-08-23,2.15
5692,2019-08-26,2.23
5693,2019-08-27,2.24
5694,2019-08-28,2.24
5695,2019-08-29,2.36
5696,2019-08-30,2.33
5697,2019-09-03,2.39
5698,2019-09-04,2.48
5699,2019-09-05,2.49
5700,2019-09-06,2.49
5701,2019-09-09,2.65
5702,2019-09-10,2.67
5703,2019-09-11,2.63
5704,2019-09-12,2.62
5705,2019-09-13,2.61
5706,2019-09-16,2.75
5707,2019-09-17,2.7
5708,2019-09-18,2.72
5709,2019-09-19,2.65
5710,2019-09-20,2.34
5711,2019-09-23,2.55
5712,2019-09-24,2.55
5713,2019-09-25,2.54
5714,2019-09-26,2.57
5715,2019-09-27,2.41
5716,2019-09-30,2.37
5717,2019-10-01,2.36
5718,2019-10-02,2.36
5719,2019-10-03,2.31
5720,2019-10-04,2.25
5721,2019-10-07,2.36
5722,2019-10-08,2.29
5723,2019-10-09,2.26
5724,2019-10-10,2.26
5725,2019-10-11,2.13
5726,2019-10-14,2.13
5727,2019-10-15,2.29
5728,2019-10-16,2.44
5729,2019-10-17,2.29
5730,2019-10-18,2.08
5731,2019-10-21,2.13
5732,2019-10-22,2.21
5733,2019-10-23,2.34
5734,2019-10-24,2.33
5735,2019-10-25,2.26
5736,2019-10-28,2.49
5737,2019-10-29,2.61
5738,2019-10-30,2.71
5739,2019-10-31,2.73
5740,2019-11-01,2.54
5741,2019-11-04,2.77
5742,2019-11-05,2.77
5743,2019-11-06,2.82
5744,2019-11-07,2.84
5745,2019-11-08,2.87
5746,2019-11-12,2.72
5747,2019-11-13,2.66
5748,2019-11-14,2.68
5749,2019-11-15,2.7
5750,2019-11-18,2.64
5751,2019-11-19,2.53
5752,2019-11-20,2.56
5753,2019-11-21,2.53
5754,2019-11-22,2.62
5755,2019-11-25,2.51
5756,2019-11-26,2.51
5757,2019-11-27,2.46
5758,2019-11-29,2.46
5759,2019-12-02,2.29
5760,2019-12-03,2.42
5761,2019-12-04,2.43
5762,2019-12-05,2.42
5763,2019-12-06,2.31
5764,2019-12-09,2.17
5765,2019-12-10,2.18
5766,2019-12-11,2.28
5767,2019-12-12,2.28
5768,2019-12-13,2.28
5769,2019-12-16,2.34
5770,2019-12-17,2.3
5771,2019-12-18,2.26
5772,2019-12-19,2.21
5773,2019-12-20,2.27
5774,2019-12-23,2.17
5775,2019-12-24,2.11
5776,2019-12-26,2.09
5777,2019-12-27,1.75
5778,2019-12-30,2.06
5779,2019-12-31,2.09
5780,2020-01-02,2.05
5781,2020-01-03,2.06
5782,2020-01-06,2.1
5783,2020-01-07,2.17
5784,2020-01-08,2.09
5785,2020-01-09,2.05
5786,2020-01-10,2.05
5787,2020-01-13,2.03
5788,2020-01-14,2.15
5789,2020-01-15,2.01
5790,2020-01-16,2.06
5791,2020-01-17,2.07
5792,2020-01-21,1.98
5793,2020-01-22,1.89
5794,2020-01-23,1.95
5795,2020-01-24,1.91
5796,2020-01-27,2.03
5797,2020-01-28,1.96
5798,2020-01-29,1.93
5799,2020-01-30,1.94
5800,2020-01-31,1.91
5801,2020-02-03,1.9
5802,2020-02-04,1.89
5803,2020-02-05,1.89
5804,2020-02-06,1.86
5805,2020-02-07,1.93
5806,2020-02-10,1.85
5807,2020-02-11,1.85
5808,2020-02-12,1.91
5809,2020-02-13,1.95
5810,2020-02-14,1.93
5811,2020-02-18,2.04
5812,2020-02-19,2.01
5813,2020-02-20,1.98
5814,2020-02-21,1.96
5815,2020-02-24,1.94
5816,2020-02-25,1.93
5817,2020-02-26,1.96
5818,2020-02-27,1.78
5819,2020-02-28,1.79
5820,2020-03-01,1.79
5821,2020-03-02,1.75
5822,2020-03-03,1.78
5823,2020-03-04,1.83
5824,2020-03-05,1.89
5825,2020-03-06,1.76
5826,2020-03-08,1.76
5827,2020-03-09,1.74
5828,2020-03-10,1.91
5829,2020-03-11,1.96
5830,2020-03-12,1.82
5831,2020-03-13,1.94
5832,2020-03-15,1.94
5833,2020-03-16,1.89
5834,2020-03-17,1.89
5835,2020-03-18,1.73
5836,2020-03-19,1.68
5837,2020-03-20,1.76
5838,2020-03-22,1.76
5839,2020-03-23,1.7
5840,2020-03-24,1.73
5841,2020-03-25,1.8
5842,2020-03-26,1.73
5843,2020-03-27,1.7
5844,2020-03-29,1.7
5845,2020-03-30,1.65
5846,2020-03-31,1.71
5847,2020-04-01,1.69
5848,2020-04-02,1.55
5849,2020-04-03,1.5
5850,2020-04-06,1.64
5851,2020-04-07,1.83
5852,2020-04-08,1.86
5853,2020-04-09,1.74
5854,2020-04-13,1.86
5855,2020-04-14,1.76
5856,2020-04-15,1.68
5857,2020-04-16,1.59
5858,2020-04-17,1.71
5859,2020-04-20,1.78
5860,2020-04-21,1.92
5861,2020-04-22,1.9
5862,2020-04-23,1.86
5863,2020-04-24,1.81
5864,2020-04-27,1.68
5865,2020-04-28,1.8
5866,2020-04-29,1.73
5867,2020-04-30,1.63
5868,2020-05-01,1.69
5869,2020-05-04,1.78
5870,2020-05-05,1.93
5871,2020-05-06,1.9
5872,2020-05-07,1.84
5873,2020-05-08,1.74
5874,2020-05-11,1.7
5875,2020-05-12,1.61
5876,2020-05-13,1.56
5877,2020-05-14,1.6
5878,2020-05-15,1.66
5879,2020-05-18,1.77
5880,2020-05-19,1.85
5881,2020-05-20,1.83
5882,2020-05-21,1.75
5883,2020-05-22,1.7
5884,2020-05-26,1.79
5885,2020-05-27,1.78
5886,2020-05-28,1.79
5887,2020-05-29,1.7
5888,2020-06-01,1.59
5889,2020-06-02,1.58
5890,2020-06-03,1.84
5891,2020-06-04,1.68
5892,2020-06-05,1.8
5893,2020-06-08,1.68
5894,2020-06-09,1.68
5895,2020-06-10,1.72
5896,2020-06-11,1.77
5897,2020-06-12,1.67
5898,2020-06-15,1.64
5899,2020-06-16,1.43
5900,2020-06-17,1.55
5901,2020-06-18,1.51
5902,2020-06-19,1.49
5903,2020-06-22,1.64
5904,2020-06-23,1.61
5905,2020-06-24,1.64
5906,2020-06-25,1.53
5907,2020-06-26,1.42
5908,2020-06-29,1.67
5909,2020-06-30,1.76
5910,2020-07-01,1.69
5911,2020-07-06,1.71
5912,2020-07-07,1.76
5913,2020-07-08,1.78
5914,2020-07-09,1.88
5915,2020-07-10,1.79
5916,2020-07-13,1.75
5917,2020-07-14,1.74
5918,2020-07-15,1.76
5919,2020-07-16,1.79
5920,2020-07-17,1.79
5921,2020-07-20,1.71
5922,2020-07-21,1.66
5923,2020-07-22,1.69
5924,2020-07-23,1.75
5925,2020-07-24,1.77
5926,2020-07-27,1.85
5927,2020-07-28,1.83
5928,2020-07-29,1.77
5929,2020-07-30,1.81
5930,2020-07-31,1.83
5931,2020-08-03,1.95
5932,2020-08-04,2.07
5933,2020-08-05,2.23
5934,2020-08-06,2.26
5935,2020-08-07,2.15
5936,2020-08-10,2.18
5937,2020-08-11,2.19
5938,2020-08-12,2.05
5939,2020-08-13,2.19
5940,2020-08-14,2.23
5941,2020-08-17,2.32
5942,2020-08-18,2.45
5943,2020-08-19,2.43
5944,2020-08-20,2.35
5945,2020-08-21,2.39
5946,2020-08-24,2.57
5947,2020-08-25,2.54
5948,2020-08-26,2.52
5949,2020-08-27,2.52
5950,2020-08-28,2.46
5951,2020-08-31,2.3
5952,2020-09-01,2.22
