,Date,Price
0,1997-01-07,3.82
1,1997-01-08,3.8
2,1997-01-09,3.61
3,1997-01-10,3.92
4,1997-01-13,4.0
5,1997-01-14,4.01
6,1997-01-15,4.34
7,1997-01-16,4.71
8,1997-01-17,3.91
9,1997-01-20,3.26
10,1997-01-21,2.99
11,1997-01-22,3.05
12,1997-01-23,2.96
13,1997-01-24,2.62
14,1997-01-27,2.98
15,1997-01-28,3.05
16,1997-01-29,2.91
17,1997-01-30,2.86
18,1997-01-31,2.77
19,1997-02-03,2.49
20,1997-02-04,2.59
21,1997-02-05,2.65
22,1997-02-06,2.51
23,1997-02-07,2.39
24,1997-02-10,2.42
25,1997-02-11,2.34
26,1997-02-12,2.42
27,1997-02-13,2.22
28,1997-02-14,2.12
29,1997-02-18,1.84
30,1997-02-19,1.95
31,1997-02-20,1.92
32,1997-02-21,1.92
33,1997-02-24,1.92
34,1997-02-25,1.77
35,1997-02-26,1.81
36,1997-02-27,1.8
37,1997-02-28,1.78
38,1997-03-03,1.8
39,1997-03-04,1.87
40,1997-03-05,1.92
41,1997-03-06,1.82
42,1997-03-07,1.89
43,1997-03-10,1.95
44,1997-03-11,1.92
45,1997-03-12,1.96
46,1997-03-13,1.98
47,1997-03-14,1.97
48,1997-03-17,2.01
49,1997-03-18,1.91
50,1997-03-19,1.88
51,1997-03-20,1.88
52,1997-03-21,1.87
53,1997-03-24,1.8
54,1997-03-25,1.85
55,1997-03-26,1.85
56,1997-03-27,1.84
57,1997-03-31,1.84
58,1997-04-01,1.95
59,1997-04-02,1.85
60,1997-04-03,1.87
61,1997-04-04,1.91
62,1997-04-07,1.99
63,1997-04-08,2.01
64,1997-04-09,1.96
65,1997-04-10,1.97
66,1997-04-11,1.98
67,1997-04-14,2.0
68,1997-04-15,2.0
69,1997-04-16,2.02
70,1997-04-17,2.08
71,1997-04-18,2.1
72,1997-04-21,2.09
73,1997-04-22,2.1
74,1997-04-23,2.22
75,1997-04-24,2.11
76,1997-04-25,2.16
77,1997-04-28,2.1
78,1997-04-29,2.09
79,1997-04-30,2.16
80,1997-05-01,2.19
81,1997-05-02,2.21
82,1997-05-05,2.23
83,1997-05-06,2.25
84,1997-05-07,2.34
85,1997-05-08,2.33
86,1997-05-09,2.3
87,1997-05-12,2.27
88,1997-05-13,2.18
89,1997-05-14,2.22
90,1997-05-15,2.25
91,1997-05-16,2.19
92,1997-05-19,2.25
93,1997-05-20,2.22
94,1997-05-21,2.21
95,1997-05-22,2.22
96,1997-05-23,2.2
97,1997-05-27,2.29
98,1997-05-28,2.34
99,1997-05-29,2.29
100,1997-05-30,2.23
101,1997-06-02,2.2
102,1997-06-03,2.11
103,1997-06-04,2.19
104,1997-06-05,2.18
105,1997-06-06,2.19
106,1997-06-09,2.19
107,1997-06-10,2.16
108,1997-06-11,2.16
109,1997-06-12,2.14
110,1997-06-13,2.15
111,1997-06-16,2.2
112,1997-06-17,2.2
113,1997-06-18,2.22
114,1997-06-19,2.23
115,1997-06-20,2.25
116,1997-06-23,2.29
117,1997-06-24,2.32
118,1997-06-25,2.32
119,1997-06-26,2.23
120,1997-06-27,2.17
121,1997-06-30,2.17
122,1997-07-01,2.16
123,1997-07-02,2.14
124,1997-07-03,2.11
125,1997-07-07,2.13
126,1997-07-08,2.13
127,1997-07-09,2.16
128,1997-07-10,2.15
129,1997-07-11,2.16
130,1997-07-14,2.18
131,1997-07-15,2.21
132,1997-07-16,2.24
133,1997-07-17,2.29
134,1997-07-18,2.26
135,1997-07-21,2.17
136,1997-07-22,2.18
137,1997-07-23,2.2
138,1997-07-24,2.24
139,1997-07-25,2.22
140,1997-07-28,2.19
141,1997-07-29,2.23
142,1997-07-30,2.19
143,1997-07-31,2.23
144,1997-08-01,2.24
145,1997-08-04,2.26
146,1997-08-05,2.33
147,1997-08-06,2.38
148,1997-08-07,2.5
149,1997-08-08,2.38
150,1997-08-11,2.53
151,1997-08-12,2.56
152,1997-08-13,2.45
153,1997-08-14,2.57
154,1997-08-15,2.53
155,1997-08-18,2.56
156,1997-08-19,2.61
157,1997-08-20,2.62
158,1997-08-21,2.45
159,1997-08-22,2.47
160,1997-08-25,2.53
161,1997-08-26,2.58
162,1997-08-27,2.51
163,1997-08-28,2.57
164,1997-08-29,2.69
165,1997-09-02,2.82
166,1997-09-03,2.86
167,1997-09-04,2.73
168,1997-09-05,2.67
169,1997-09-08,2.67
170,1997-09-09,2.74
171,1997-09-10,2.74
172,1997-09-11,2.78
173,1997-09-12,2.86
174,1997-09-15,2.88
175,1997-09-16,2.83
176,1997-09-17,2.75
177,1997-09-18,2.84
178,1997-09-19,2.94
179,1997-09-22,2.98
180,1997-09-23,3.09
181,1997-09-24,3.03
182,1997-09-25,3.05
183,1997-09-26,3.24
184,1997-09-29,3.09
185,1997-09-30,2.96
186,1997-10-01,3.08
187,1997-10-02,2.97
188,1997-10-03,2.91
189,1997-10-06,2.96
190,1997-10-07,2.81
191,1997-10-08,2.8
192,1997-10-09,2.8
193,1997-10-10,2.78
194,1997-10-13,2.87
195,1997-10-14,2.84
196,1997-10-15,2.84
197,1997-10-16,2.94
198,1997-10-17,2.97
199,1997-10-20,3.05
200,1997-10-21,3.13
201,1997-10-22,3.24
202,1997-10-23,3.34
203,1997-10-24,3.29
204,1997-10-27,3.46
205,1997-10-28,3.61
206,1997-10-29,3.45
207,1997-10-30,3.34
208,1997-10-31,3.22
209,1997-11-03,3.23
210,1997-11-04,3.15
211,1997-11-05,3.18
212,1997-11-06,3.2
213,1997-11-07,3.05
214,1997-11-10,3.2
215,1997-11-11,3.26
216,1997-11-12,3.28
217,1997-11-13,3.27
218,1997-11-14,3.25
219,1997-11-17,3.1
220,1997-11-18,3.0
221,1997-11-19,2.97
222,1997-11-20,2.77
223,1997-11-21,2.59
224,1997-11-24,2.63
225,1997-11-25,2.51
226,1997-11-26,2.5
227,1997-12-01,2.52
228,1997-12-02,2.61
229,1997-12-03,2.53
230,1997-12-04,2.48
231,1997-12-05,2.42
232,1997-12-08,2.3
233,1997-12-09,2.35
234,1997-12-10,2.45
235,1997-12-11,2.3
236,1997-12-12,2.3
237,1997-12-15,2.25
238,1997-12-16,2.29
239,1997-12-17,2.38
240,1997-12-18,2.37
241,1997-12-19,2.39
242,1997-12-22,2.36
243,1997-12-23,2.24
244,1997-12-24,2.06
245,1997-12-26,2.18
246,1997-12-29,2.33
247,1997-12-30,2.27
248,1997-12-31,2.27
249,1998-01-02,2.16
250,1998-01-05,2.05
251,1998-01-06,2.16
252,1998-01-07,2.13
253,1998-01-08,2.11
254,1998-01-09,2.09
255,1998-01-12,2.01
256,1998-01-13,2.03
257,1998-01-14,2.05
258,1998-01-15,2.07
259,1998-01-16,2.11
260,1998-01-20,2.12
261,1998-01-21,2.09
262,1998-01-22,2.1
263,1998-01-23,2.14
264,1998-01-26,2.09
265,1998-01-27,2.06
266,1998-01-28,2.09
267,1998-01-29,2.07
268,1998-01-30,2.09
269,1998-02-02,2.23
270,1998-02-03,2.27
271,1998-02-04,2.23
272,1998-02-05,2.31
273,1998-02-06,2.35
274,1998-02-09,2.25
275,1998-02-10,2.18
276,1998-02-11,2.21
277,1998-02-12,2.2
278,1998-02-13,2.22
279,1998-02-17,2.18
280,1998-02-18,2.19
281,1998-02-19,2.22
282,1998-02-20,2.2
283,1998-02-23,2.2
284,1998-02-24,2.19
285,1998-02-25,2.21
286,1998-02-26,2.28
287,1998-02-27,2.23
288,1998-03-02,2.26
289,1998-03-03,2.24
290,1998-03-04,2.19
291,1998-03-05,2.12
292,1998-03-06,2.1
293,1998-03-09,2.17
294,1998-03-10,2.25
295,1998-03-11,2.25
296,1998-03-12,2.23
297,1998-03-13,2.21
298,1998-03-16,2.2
299,1998-03-17,2.2
300,1998-03-18,2.21
301,1998-03-19,2.25
302,1998-03-20,2.28
303,1998-03-23,2.33
304,1998-03-24,2.29
305,1998-03-25,2.33
306,1998-03-26,2.29
307,1998-03-27,2.26
308,1998-03-30,2.32
309,1998-03-31,2.34
310,1998-04-01,2.45
311,1998-04-02,2.43
312,1998-04-03,2.51
313,1998-04-06,2.51
314,1998-04-07,2.51
315,1998-04-08,2.65
316,1998-04-09,2.61
317,1998-04-13,2.52
318,1998-04-14,2.42
319,1998-04-15,2.48
320,1998-04-16,2.48
321,1998-04-17,2.4
322,1998-04-20,2.4
323,1998-04-21,2.46
324,1998-04-22,2.46
325,1998-04-23,2.35
326,1998-04-24,2.31
327,1998-04-27,2.29
328,1998-04-28,2.27
329,1998-04-29,2.29
330,1998-04-30,2.18
331,1998-05-01,2.11
332,1998-05-04,2.1
333,1998-05-05,2.19
334,1998-05-06,2.12
335,1998-05-07,2.16
336,1998-05-08,2.11
337,1998-05-11,2.19
338,1998-05-12,2.23
339,1998-05-13,2.24
340,1998-05-14,2.18
341,1998-05-15,2.18
342,1998-05-18,2.19
343,1998-05-19,2.17
344,1998-05-20,2.18
345,1998-05-21,2.11
346,1998-05-22,2.02
347,1998-05-26,2.1
348,1998-05-27,2.1
349,1998-05-28,2.04
350,1998-05-29,2.1
351,1998-06-01,2.1
352,1998-06-02,2.2
353,1998-06-03,2.13
354,1998-06-04,2.04
355,1998-06-05,2.01
356,1998-06-08,2.0
357,1998-06-09,2.01
358,1998-06-10,1.98
359,1998-06-11,1.99
360,1998-06-12,2.01
361,1998-06-15,2.08
362,1998-06-16,2.1
363,1998-06-17,2.05
364,1998-06-18,2.14
365,1998-06-19,2.2
366,1998-06-22,2.35
367,1998-06-23,2.35
368,1998-06-24,2.4
369,1998-06-25,2.39
370,1998-06-26,2.4
371,1998-06-29,2.36
372,1998-06-30,2.39
373,1998-07-01,2.46
374,1998-07-02,2.36
375,1998-07-06,2.38
376,1998-07-07,2.35
377,1998-07-08,2.39
378,1998-07-09,2.38
379,1998-07-10,2.32
380,1998-07-13,2.3
381,1998-07-14,2.23
382,1998-07-15,2.21
383,1998-07-16,2.15
384,1998-07-17,2.15
385,1998-07-20,2.18
386,1998-07-21,2.09
387,1998-07-22,2.0
388,1998-07-23,2.0
389,1998-07-24,1.97
390,1998-07-27,2.0
391,1998-07-28,1.97
392,1998-07-29,1.99
393,1998-07-30,1.95
394,1998-07-31,1.85
395,1998-08-03,1.84
396,1998-08-04,1.9
397,1998-08-05,1.91
398,1998-08-06,1.85
399,1998-08-07,1.82
400,1998-08-10,1.87
401,1998-08-11,1.87
402,1998-08-12,1.85
403,1998-08-13,1.83
404,1998-08-14,1.83
405,1998-08-17,1.93
406,1998-08-18,1.94
407,1998-08-19,1.96
408,1998-08-20,1.9
409,1998-08-21,1.93
410,1998-08-24,1.9
411,1998-08-25,1.89
412,1998-08-26,1.83
413,1998-08-27,1.76
414,1998-08-28,1.66
415,1998-08-31,1.61
416,1998-09-01,1.84
417,1998-09-02,1.72
418,1998-09-03,1.71
419,1998-09-04,1.71
420,1998-09-08,1.81
421,1998-09-09,1.78
422,1998-09-10,1.88
423,1998-09-11,1.86
424,1998-09-14,1.86
425,1998-09-15,1.94
426,1998-09-16,2.15
427,1998-09-17,2.12
428,1998-09-18,2.27
429,1998-09-21,2.18
430,1998-09-22,2.29
431,1998-09-23,2.19
432,1998-09-24,2.17
433,1998-09-25,2.38
434,1998-09-28,2.23
435,1998-09-29,2.06
436,1998-09-30,2.22
437,1998-10-01,2.33
438,1998-10-02,2.14
439,1998-10-05,2.09
440,1998-10-06,2.01
441,1998-10-07,2.05
442,1998-10-08,2.02
443,1998-10-09,1.8
444,1998-10-12,1.75
445,1998-10-13,1.7
446,1998-10-14,1.8
447,1998-10-15,1.75
448,1998-10-16,1.64
449,1998-10-19,1.74
450,1998-10-20,1.95
451,1998-10-21,2.04
452,1998-10-22,1.95
453,1998-10-23,1.84
454,1998-10-26,1.92
455,1998-10-27,1.85
456,1998-10-28,1.7
457,1998-10-29,2.0
458,1998-10-30,2.0
459,1998-11-02,1.84
460,1998-11-03,2.1
461,1998-11-04,2.11
462,1998-11-05,2.26
463,1998-11-06,2.25
464,1998-11-09,2.28
465,1998-11-10,2.3
466,1998-11-11,2.33
467,1998-11-12,2.21
468,1998-11-13,2.21
469,1998-11-16,2.19
470,1998-11-17,2.12
471,1998-11-18,2.1
472,1998-11-19,2.1
473,1998-11-20,2.07
474,1998-11-23,2.02
475,1998-11-24,2.08
476,1998-11-25,2.13
477,1998-11-30,1.63
478,1998-12-01,1.41
479,1998-12-02,1.4
480,1998-12-03,1.21
481,1998-12-04,1.05
482,1998-12-07,1.44
483,1998-12-08,1.79
484,1998-12-09,1.64
485,1998-12-10,1.59
486,1998-12-11,1.55
487,1998-12-14,1.8
488,1998-12-15,1.86
489,1998-12-16,1.95
490,1998-12-17,2.02
491,1998-12-18,2.02
492,1998-12-21,2.05
493,1998-12-22,1.96
494,1998-12-23,1.88
495,1998-12-24,1.89
496,1998-12-28,1.79
497,1998-12-29,1.82
498,1998-12-30,1.81
499,1998-12-31,1.95
500,1999-01-04,2.1
501,1999-01-05,2.05
502,1999-01-06,2.04
503,1999-01-07,1.91
504,1999-01-08,1.9
505,1999-01-11,1.83
506,1999-01-12,1.82
507,1999-01-13,1.87
508,1999-01-14,1.77
509,1999-01-15,1.78
510,1999-01-19,1.77
511,1999-01-20,1.81
512,1999-01-21,1.85
513,1999-01-22,1.82
514,1999-01-25,1.76
515,1999-01-26,1.73
516,1999-01-27,1.75
517,1999-01-28,1.75
518,1999-01-29,1.83
519,1999-02-01,1.75
520,1999-02-02,1.78
521,1999-02-03,1.8
522,1999-02-04,1.79
523,1999-02-05,1.81
524,1999-02-08,1.81
525,1999-02-09,1.82
526,1999-02-10,1.8
527,1999-02-11,1.78
528,1999-02-12,1.82
529,1999-02-16,1.79
530,1999-02-17,1.79
531,1999-02-18,1.8
532,1999-02-19,1.79
533,1999-02-22,1.77
534,1999-02-23,1.75
535,1999-02-24,1.73
536,1999-02-25,1.64
537,1999-02-26,1.63
538,1999-03-01,1.65
539,1999-03-02,1.67
540,1999-03-03,1.68
541,1999-03-04,1.72
542,1999-03-05,1.74
543,1999-03-08,1.87
544,1999-03-09,1.86
545,1999-03-10,1.94
546,1999-03-11,1.87
547,1999-03-12,1.81
548,1999-03-15,1.75
549,1999-03-16,1.75
550,1999-03-17,1.75
551,1999-03-18,1.75
552,1999-03-19,1.73
553,1999-03-22,1.74
554,1999-03-23,1.8
555,1999-03-24,1.79
556,1999-03-25,1.8
557,1999-03-26,1.83
558,1999-03-29,1.8
559,1999-03-30,1.89
560,1999-03-31,2.02
561,1999-04-01,1.95
562,1999-04-05,2.03
563,1999-04-06,1.98
564,1999-04-07,2.03
565,1999-04-08,2.07
566,1999-04-09,2.1
567,1999-04-12,2.06
568,1999-04-13,2.14
569,1999-04-14,2.11
570,1999-04-15,2.14
571,1999-04-16,2.14
572,1999-04-19,2.1
573,1999-04-20,2.18
574,1999-04-21,2.17
575,1999-04-22,2.24
576,1999-04-23,2.23
577,1999-04-26,2.23
578,1999-04-27,2.32
579,1999-04-28,2.31
580,1999-04-29,2.37
581,1999-04-30,2.25
582,1999-05-03,2.23
583,1999-05-04,2.32
584,1999-05-05,2.36
585,1999-05-06,2.32
586,1999-05-07,2.25
587,1999-05-10,2.25
588,1999-05-11,2.29
589,1999-05-12,2.19
590,1999-05-13,2.21
591,1999-05-14,2.28
592,1999-05-17,2.31
593,1999-05-18,2.3
594,1999-05-19,2.27
595,1999-05-20,2.26
596,1999-05-21,2.21
597,1999-05-24,2.19
598,1999-05-25,2.18
599,1999-05-26,2.22
600,1999-05-27,2.27
601,1999-05-28,2.29
602,1999-06-01,2.34
603,1999-06-02,2.36
604,1999-06-03,2.35
605,1999-06-04,2.31
606,1999-06-07,2.41
607,1999-06-08,2.38
608,1999-06-09,2.39
609,1999-06-10,2.37
610,1999-06-11,2.3
611,1999-06-14,2.29
612,1999-06-15,2.28
613,1999-06-16,2.28
614,1999-06-17,2.24
615,1999-06-18,2.24
616,1999-06-21,2.22
617,1999-06-22,2.23
618,1999-06-23,2.25
619,1999-06-24,2.26
620,1999-06-25,2.27
621,1999-06-28,2.25
622,1999-06-29,2.33
623,1999-06-30,2.34
624,1999-07-01,2.29
625,1999-07-02,2.26
626,1999-07-06,2.29
627,1999-07-07,2.2
628,1999-07-08,2.19
629,1999-07-09,2.17
630,1999-07-12,2.12
631,1999-07-13,2.14
632,1999-07-14,2.16
633,1999-07-15,2.12
634,1999-07-16,2.18
635,1999-07-19,2.2
636,1999-07-20,2.24
637,1999-07-21,2.25
638,1999-07-22,2.32
639,1999-07-23,2.42
640,1999-07-26,2.55
641,1999-07-27,2.55
642,1999-07-28,2.58
643,1999-07-29,2.67
644,1999-07-30,2.55
645,1999-08-02,2.51
646,1999-08-03,2.61
647,1999-08-04,2.64
648,1999-08-05,2.69
649,1999-08-06,2.69
650,1999-08-09,2.73
651,1999-08-10,2.77
652,1999-08-11,2.79
653,1999-08-12,2.73
654,1999-08-13,2.71
655,1999-08-16,2.73
656,1999-08-17,2.7
657,1999-08-18,2.75
658,1999-08-19,2.87
659,1999-08-20,2.97
660,1999-08-23,2.95
661,1999-08-24,3.01
662,1999-08-25,3.1
663,1999-08-26,2.97
664,1999-08-27,2.87
665,1999-08-30,2.85
666,1999-08-31,2.84
667,1999-09-01,2.71
668,1999-09-02,2.56
669,1999-09-03,2.47
670,1999-09-07,2.56
671,1999-09-08,2.66
672,1999-09-09,2.75
673,1999-09-10,2.84
674,1999-09-13,2.8
675,1999-09-14,2.66
676,1999-09-15,2.52
677,1999-09-16,2.47
678,1999-09-17,2.45
679,1999-09-20,2.49
680,1999-09-21,2.33
681,1999-09-22,2.3
682,1999-09-23,2.45
683,1999-09-24,2.54
684,1999-09-27,2.51
685,1999-09-28,2.52
686,1999-09-29,2.57
687,1999-09-30,2.31
688,1999-10-01,2.39
689,1999-10-04,2.49
690,1999-10-05,2.45
691,1999-10-06,2.48
692,1999-10-07,2.49
693,1999-10-08,2.35
694,1999-10-11,2.53
695,1999-10-12,2.65
696,1999-10-13,2.81
697,1999-10-14,2.7
698,1999-10-15,2.66
699,1999-10-18,2.82
700,1999-10-19,2.89
701,1999-10-20,2.9
702,1999-10-21,2.99
703,1999-10-22,3.0
704,1999-10-25,2.98
705,1999-10-26,2.96
706,1999-10-27,3.02
707,1999-10-28,2.97
708,1999-10-29,2.76
709,1999-11-01,2.73
710,1999-11-02,2.81
711,1999-11-03,2.82
712,1999-11-04,2.75
713,1999-11-05,2.62
714,1999-11-08,2.59
715,1999-11-09,2.44
716,1999-11-10,2.39
717,1999-11-11,2.38
718,1999-11-12,2.16
719,1999-11-15,2.33
720,1999-11-16,2.23
721,1999-11-17,2.24
722,1999-11-18,2.22
723,1999-11-19,2.16
724,1999-11-22,2.05
725,1999-11-23,1.99
726,1999-11-24,1.96
727,1999-11-29,2.25
728,1999-11-30,2.22
729,1999-12-01,2.17
730,1999-12-02,2.18
731,1999-12-03,2.16
732,1999-12-06,2.19
733,1999-12-07,2.16
734,1999-12-08,2.23
735,1999-12-09,2.2
736,1999-12-10,2.27
737,1999-12-13,2.35
738,1999-12-14,2.49
739,1999-12-15,2.54
740,1999-12-16,2.52
741,1999-12-17,2.55
742,1999-12-20,2.67
743,1999-12-21,2.59
744,1999-12-22,2.45
745,1999-12-23,2.42
746,1999-12-27,2.36
747,1999-12-28,2.32
748,1999-12-29,2.34
749,1999-12-30,2.3
750,2000-01-04,2.16
751,2000-01-05,2.17
752,2000-01-06,2.18
753,2000-01-07,2.19
754,2000-01-10,2.2
755,2000-01-11,2.23
756,2000-01-12,2.25
757,2000-01-13,2.29
758,2000-01-14,2.28
759,2000-01-18,2.35
760,2000-01-19,2.4
761,2000-01-20,2.53
762,2000-01-21,2.55
763,2000-01-24,2.55
764,2000-01-25,2.66
765,2000-01-26,2.73
766,2000-01-27,2.76
767,2000-01-28,2.84
768,2000-01-31,2.69
769,2000-02-01,2.81
770,2000-02-02,2.91
771,2000-02-03,2.85
772,2000-02-04,2.78
773,2000-02-07,2.81
774,2000-02-08,2.6
775,2000-02-09,2.62
776,2000-02-10,2.65
777,2000-02-11,2.65
778,2000-02-14,2.61
779,2000-02-15,2.61
780,2000-02-16,2.65
781,2000-02-17,2.66
782,2000-02-18,2.65
783,2000-02-22,2.55
784,2000-02-23,2.5
785,2000-02-24,2.52
786,2000-02-25,2.51
787,2000-02-28,2.6
788,2000-02-29,2.65
789,2000-03-01,2.71
790,2000-03-02,2.8
791,2000-03-03,2.72
792,2000-03-06,2.76
793,2000-03-07,2.78
794,2000-03-08,2.74
795,2000-03-09,2.69
796,2000-03-13,2.79
797,2000-03-14,2.83
798,2000-03-15,2.76
799,2000-03-16,2.84
800,2000-03-17,2.81
801,2000-03-20,2.73
802,2000-03-21,2.74
803,2000-03-22,2.78
804,2000-03-23,2.76
805,2000-03-24,2.82
806,2000-03-27,2.82
807,2000-03-28,2.94
808,2000-03-29,2.92
809,2000-03-30,2.83
810,2000-03-31,2.88
811,2000-04-03,2.92
812,2000-04-04,2.87
813,2000-04-05,2.86
814,2000-04-06,2.98
815,2000-04-07,2.99
816,2000-04-10,2.97
817,2000-04-11,2.98
818,2000-04-12,3.05
819,2000-04-13,3.05
820,2000-04-14,3.11
821,2000-04-17,3.13
822,2000-04-18,3.12
823,2000-04-19,3.12
824,2000-04-20,3.07
825,2000-04-24,3.12
826,2000-04-25,3.18
827,2000-04-26,3.12
828,2000-04-27,3.06
829,2000-04-28,3.09
830,2000-05-01,3.16
831,2000-05-02,3.2
832,2000-05-03,3.18
833,2000-05-04,3.09
834,2000-05-05,3.11
835,2000-05-08,3.12
836,2000-05-09,3.25
837,2000-05-10,3.2
838,2000-05-11,3.37
839,2000-05-12,3.35
840,2000-05-15,3.37
841,2000-05-16,3.45
842,2000-05-17,3.49
843,2000-05-18,3.73
844,2000-05-19,3.76
845,2000-05-22,3.95
846,2000-05-23,3.85
847,2000-05-24,3.94
848,2000-05-25,4.18
849,2000-05-26,4.29
850,2000-05-30,4.35
851,2000-05-31,4.52
852,2000-06-01,4.39
853,2000-06-02,4.21
854,2000-06-05,4.17
855,2000-06-06,4.48
856,2000-06-07,4.23
857,2000-06-08,3.96
858,2000-06-09,4.14
859,2000-06-12,4.22
860,2000-06-13,4.27
861,2000-06-14,4.16
862,2000-06-15,4.38
863,2000-06-16,4.45
864,2000-06-19,4.38
865,2000-06-20,4.02
866,2000-06-21,4.14
867,2000-06-22,4.44
868,2000-06-23,4.42
869,2000-06-26,4.37
870,2000-06-27,4.55
871,2000-06-28,4.44
872,2000-06-29,4.25
873,2000-06-30,4.36
874,2000-07-03,4.36
875,2000-07-05,4.24
876,2000-07-06,4.02
877,2000-07-07,4.0
878,2000-07-10,4.19
879,2000-07-11,4.17
880,2000-07-12,4.29
881,2000-07-13,4.08
882,2000-07-14,4.17
883,2000-07-17,4.13
884,2000-07-18,3.99
885,2000-07-19,4.07
886,2000-07-20,3.86
887,2000-07-21,3.88
888,2000-07-24,3.74
889,2000-07-25,3.63
890,2000-07-26,3.59
891,2000-07-27,3.75
892,2000-07-28,3.89
893,2000-07-31,3.75
894,2000-08-01,3.78
895,2000-08-02,4.05
896,2000-08-03,4.23
897,2000-08-04,4.25
898,2000-08-07,4.39
899,2000-08-08,4.46
900,2000-08-09,4.48
901,2000-08-10,4.43
902,2000-08-11,4.44
903,2000-08-14,4.42
904,2000-08-15,4.24
905,2000-08-16,4.24
906,2000-08-17,4.35
907,2000-08-18,4.38
908,2000-08-21,4.6
909,2000-08-22,4.8
910,2000-08-23,4.67
911,2000-08-24,4.53
912,2000-08-25,4.55
913,2000-08-28,4.62
914,2000-08-29,4.6
915,2000-08-30,4.61
916,2000-08-31,4.76
917,2000-09-01,4.7
918,2000-09-05,4.81
919,2000-09-06,4.89
920,2000-09-07,4.85
921,2000-09-08,4.74
922,2000-09-11,4.85
923,2000-09-12,4.96
924,2000-09-13,5.06
925,2000-09-14,5.1
926,2000-09-15,5.28
927,2000-09-18,5.06
928,2000-09-19,5.22
929,2000-09-20,5.24
930,2000-09-21,5.16
931,2000-09-22,5.16
932,2000-09-25,5.12
933,2000-09-26,5.28
934,2000-09-27,5.34
935,2000-09-28,5.2
936,2000-09-29,5.1
937,2000-10-02,5.24
938,2000-10-03,5.29
939,2000-10-04,5.22
940,2000-10-05,5.21
941,2000-10-06,5.04
942,2000-10-09,5.09
943,2000-10-10,5.16
944,2000-10-11,5.1
945,2000-10-12,5.54
946,2000-10-13,5.43
947,2000-10-16,5.34
948,2000-10-17,5.27
949,2000-10-18,5.36
950,2000-10-19,5.04
951,2000-10-20,4.84
952,2000-10-23,4.82
953,2000-10-24,4.84
954,2000-10-25,4.64
955,2000-10-26,4.61
956,2000-10-27,4.48
957,2000-10-30,4.56
958,2000-10-31,4.37
959,2000-11-01,4.4
960,2000-11-02,4.5
961,2000-11-03,4.64
962,2000-11-06,4.6
963,2000-11-07,4.68
964,2000-11-08,4.92
965,2000-11-09,5.34
966,2000-11-10,5.24
967,2000-11-13,5.59
968,2000-11-14,5.81
969,2000-11-15,5.95
970,2000-11-16,5.94
971,2000-11-17,5.62
972,2000-11-20,6.23
973,2000-11-21,6.35
974,2000-11-22,6.3
975,2000-11-27,6.24
976,2000-11-28,5.9
977,2000-11-29,5.93
978,2000-11-30,6.31
979,2000-12-01,6.53
980,2000-12-04,7.41
981,2000-12-05,8.029999999999998
982,2000-12-06,8.75
983,2000-12-07,8.48
984,2000-12-08,8.13
985,2000-12-11,9.96
986,2000-12-12,8.58
987,2000-12-13,7.8
988,2000-12-14,7.48
989,2000-12-15,8.029999999999998
990,2000-12-18,9.28
991,2000-12-19,9.11
992,2000-12-20,9.95
993,2000-12-21,10.49
994,2000-12-22,10.48
995,2000-12-26,10.23
996,2000-12-27,9.58
997,2000-12-28,9.22
998,2000-12-29,10.48
999,2001-01-02,9.97
1000,2001-01-03,9.71
1001,2001-01-04,9.45
1002,2001-01-05,10.03
1003,2001-01-08,10.31
1004,2001-01-09,9.95
1005,2001-01-10,9.91
1006,2001-01-11,8.949999999999998
1007,2001-01-12,8.75
1008,2001-01-16,8.16
1009,2001-01-17,7.849999999999999
1010,2001-01-18,7.09
1011,2001-01-19,7.61
1012,2001-01-22,7.7
1013,2001-01-23,7.02
1014,2001-01-24,6.81
1015,2001-01-25,6.81
1016,2001-01-26,7.0
1017,2001-01-29,6.76
1018,2001-01-30,5.96
1019,2001-01-31,5.83
1020,2001-02-01,5.82
1021,2001-02-02,6.76
1022,2001-02-05,6.15
1023,2001-02-06,5.59
1024,2001-02-07,5.67
1025,2001-02-08,6.24
1026,2001-02-09,6.24
1027,2001-02-12,5.74
1028,2001-02-13,5.58
1029,2001-02-14,5.89
1030,2001-02-15,5.35
1031,2001-02-16,5.57
1032,2001-02-20,5.17
1033,2001-02-21,5.2
1034,2001-02-22,5.11
1035,2001-02-23,5.05
1036,2001-02-26,5.07
1037,2001-02-27,5.07
1038,2001-02-28,5.25
1039,2001-03-01,5.25
1040,2001-03-02,5.06
1041,2001-03-05,5.32
1042,2001-03-06,5.27
1043,2001-03-07,5.22
1044,2001-03-08,5.25
1045,2001-03-09,5.13
1046,2001-03-12,4.98
1047,2001-03-13,5.08
1048,2001-03-14,4.99
1049,2001-03-15,5.27
1050,2001-03-16,5.27
1051,2001-03-19,5.27
1052,2001-03-20,5.27
1053,2001-03-21,5.16
1054,2001-03-22,5.16
1055,2001-03-23,5.16
1056,2001-03-26,5.23
1057,2001-03-27,5.47
1058,2001-03-28,5.6
1059,2001-03-29,5.31
1060,2001-03-30,5.35
1061,2001-04-02,5.25
1062,2001-04-03,5.25
1063,2001-04-04,5.24
1064,2001-04-05,5.27
1065,2001-04-06,5.33
1066,2001-04-09,5.45
1067,2001-04-10,5.55
1068,2001-04-11,5.45
